caso,turno_id,global_id,fase,operador_texto,contexto_paciente_previo,actos_verbales,split
Javiera,Javiera_003,144,A,"Javiera, soy Andrés. Voy a quedarme con usted en la llamada. Primero necesito saber dónde está ahora.",Javiera.,otro,train
Javiera,Javiera_004,145,A,¿La puerta del baño está cerrada con seguro?,En el baño. Con mis hijos.,pregunta_cerrada,train
Javiera,Javiera_005,146,A,¿Está con las luces apagadas?,Sí.,pregunta_cerrada,train
Javiera,Javiera_006,147,A,Entiendo. ¿La persona que la agredió está dentro de la casa ahora?,Sí. No quiero que se vea desde afuera.,validacion|pregunta_abierta|pregunta_cerrada,train
Javiera,Javiera_007,148,A,Bien. Entonces la situación sigue siendo de alto riesgo porque puede volver. No abra la puerta del baño todavía. ¿Sus hijos están con usted dentro del baño?,Se fue. Creo. Dijo que iba a volver.,pregunta_cerrada,train
Javiera,Javiera_008,149,A,¿Están heridos físicamente?,Sí. Están aquí.,pregunta_cerrada,train
Javiera,Javiera_009,150,A,"¿Usted está herida? ¿Sangra? ¿Tiene dolor fuerte, golpe en la cabeza, dificultad para respirar, dolor en costillas o abdomen?",No. Les gritó. Tiró cosas. No sé si les llegó algo.,pregunta_cerrada,train
Javiera,Javiera_010,151,A,"Javiera, esto es una emergencia por violencia. Vamos a cuidar su seguridad y la de sus hijos primero. No tiene que contarme todo ahora.",Me duele la cara. El brazo. Me empujó contra la mesa. No sé. No sé.,otro,train
Javiera,Javiera_011,152,A,La escucho. Vamos a ayudar a que respire lo suficiente para seguir instrucciones. No necesitamos que se calme completa. Solo que pueda quedarse conmigo.,No puedo respirar. No puedo.,otro,train
Javiera,Javiera_012,153,B,"Javiera, no intente respirar profundo. Cuando uno está hiperventilando, a veces tratar de llenar los pulmones empeora. Solo vamos a botar el aire.",No puedo respirar. No puedo.,otro,train
Javiera,Javiera_013,154,B,"Puede hacerlo pequeño. Bote aire por la boca, como si empañara un vidrio. Yo cuento: uno… dos… tres… cuatro.",No puedo.,otro,train
Javiera,Javiera_014,155,B,Bien. Ahora deje que el aire entre solo. No lo fuerce.,exhala con temblor.,otro,train
Javiera,Javiera_015,156,B,"Puede pasar cuando respira muy rápido. Es muy desagradable, pero no significa que se esté muriendo. Vamos otra vez: solo suelte aire. Uno… dos… tres… cuatro. El niño menor llora más fuerte. HIJO/A MENOR Mamá…",Mis manos… me hormiguean.,validacion,train
Javiera,Javiera_016,157,B,"Javiera, no necesita que no lloren. Solo que estén cerca y lo más silenciosos posible. Dígales una frase corta: “Estamos juntos. No vamos a abrir”.","al niño, susurrando Shh, mi amor, shh, por favor.",otro,train
Javiera,Javiera_017,158,B,"Dígale: “Si vuelve, no abrimos y pedimos ayuda”.",No sé…,otro,train
Javiera,Javiera_018,159,B,Bien. Esa frase también es para usted.,"Si vuelve, no abrimos y pedimos ayuda.",otro,train
Javiera,Javiera_019,160,B,"Javiera, necesito ubicarla en el presente. Sin prender la luz. Dígame tres cosas que puede tocar desde donde está.","Si vuelve, no abrimos y pedimos ayuda.",otro,train
Javiera,Javiera_020,161,B,Bien. Dos sonidos que escucha ahora mismo.,El piso… la toalla… la pierna de mi hijo.,otro,train
Javiera,Javiera_021,162,B,Una cosa concreta de este momento.,Mi hijo llorando… su voz.,otro,train
Javiera,Javiera_022,163,B,"Exacto. Están en el baño, la puerta está con seguro, sus hijos están con usted y yo estoy en la llamada.",Estamos en el baño.,otro,train
Javiera,Javiera_023,164,B,"Si puede, siéntese en el suelo con la espalda apoyada en la pared. No se ponga de pie ahora. Bote aire conmigo. No profundo. Solo suelte: uno… dos… tres… cuatro.",Me voy a desmayar. Me voy a desmayar.,otro,train
Javiera,Javiera_024,165,B,"Ahora los está cuidando: está encerrada con ellos, pidió ayuda y no está abriendo la puerta.",No puedo cuidar a mis hijos así.,otro,train
Javiera,Javiera_025,166,B,"Javiera, póngale una mano en la espalda si él lo permite y use una frase repetida, no una explicación larga: “Estoy contigo. Hablemos bajito. No vamos a abrir”.","No, no, no, no llores fuerte.",otro,train
Javiera,Javiera_026,167,C,"Ahora necesito hacer preguntas cortas. Responda con sí, no o no sé. ¿Su pareja tiene llaves de la casa?",Estoy contigo. Hablemos bajito. No vamos a abrir.,pregunta_cerrada,train
Javiera,Javiera_027,168,C,¿Puede entrar aunque usted no abra?,Sí.,pregunta_cerrada|confrontacion,train
Javiera,Javiera_028,169,C,"¿Hay otra salida desde el baño? ¿Ventana, patio, segundo acceso?",Sí. Tiene llave.,pregunta_cerrada,train
Javiera,Javiera_029,170,C,¿Hay algún objeto dentro del baño que pueda bloquear la puerta sin hacer ruido?,Una ventana chica. No cabemos.,pregunta_abierta|pregunta_cerrada,train
Javiera,Javiera_030,171,C,No arrastre muebles si hace ruido o si se puede lastimar. Mantengan la puerta con seguro. ¿La entrada principal está cerrada?,La cómoda no. No hay. Solo un canasto.,pregunta_cerrada,train
Javiera,Javiera_031,172,C,No salga a revisar ahora. ¿Hay vecinos cerca que puedan escuchar si usted pide ayuda desde la ventana o pared?,No sé. Él salió dando portazo.,pregunta_abierta|pregunta_cerrada|directivo,train
Javiera,Javiera_032,173,C,No le pediremos que entre. Solo que llame a emergencia o esté atenta desde afuera.,La vecina del lado. Claudia. Pero no quiero que se meta.,otro,train
Javiera,Javiera_033,174,C,"El riesgo ya es alto: la golpeó, amenazó, gritó a sus hijos y dijo que podía volver. Pedir ayuda no es aumentar el problema; es protegerse antes de que vuelva.",Él se va a poner peor si sabe.,otro,train
Javiera,Javiera_034,175,C,¿Dónde le duele más ahora?,Él se va a poner peor si sabe.,otro,train
Javiera,Javiera_035,176,C,¿Puede ver si tiene sangre?,La cara. Y el brazo.,pregunta_cerrada,train
Javiera,Javiera_036,177,C,No la prenda si teme que se vea desde afuera. Toque suavemente su cara con una mano. ¿Siente sangre húmeda?,No quiero prender la luz.,pregunta_abierta,train
Javiera,Javiera_037,178,C,¿El brazo lo puede mover?,No. Está hinchado.,pregunta_cerrada,train
Javiera,Javiera_038,179,C,"¿Recibió golpe en la cabeza? ¿Perdió el conocimiento, vomitó, ve borroso?","Sí, pero duele.",otro,train
Javiera,Javiera_039,180,C,Bien. Igual necesita evaluación médica después. Ahora la prioridad es seguridad.,Me empujó. No sé si pegué la cabeza. No perdí conocimiento.,otro,train
Javiera,Javiera_040,181,C,"Voy a ordenar lo urgente: Uno: usted y sus hijos están encerrados en el baño. Dos: el agresor salió, pero tiene llaves y amenazó con volver. Tres: usted tiene dolor físico por golpes. Cuatro: sus hijos presenciaron violencia y están asustados. Cinco: necesitamos activar ayuda externa sin exponerlos. Seis: no deben abrir la puerta si él vuelve. Siete: luego se necesitará atención médica, denuncia/orientación y un lugar seguro.",Me empujó. No sé si pegué la cabeza. No perdí conocimiento.,otro,train
Javiera,Javiera_041,182,C,"No vamos a obligarla a decidir todo ahora. Pero sí necesitamos ayuda presencial y seguridad. Lo legal se puede orientar después. En este minuto, la prioridad es que él no vuelva a encontrarla sola con los niños. D — ACTIVACIÓN DE RED SIN USAR EL MISMO CELULAR",No diga denuncia. No sé. No sé si quiero eso.,otro,train
Javiera,Javiera_042,183,C,"Javiera, como está hablando conmigo desde este celular, no voy a pedirle que llame a otra persona desde el mismo teléfono. Vamos a pensar en otra vía. ¿Puede hablar por la ventana del baño hacia la casa de la vecina sin salir?",No diga denuncia. No sé. No sé si quiero eso.,pregunta_abierta|pregunta_cerrada,train
Javiera,Javiera_043,184,C,"Bien. No grite si cree que él está cerca, pero si él se fue y no escucha autos afuera, puede llamar bajo pero firme. La frase es: “Claudia, llama a emergencia. Estoy con mis hijos en el baño. No entres”.",La ventana da al pasillo lateral. Ella podría escuchar si está despierta.,otro,train
Javiera,Javiera_044,185,C,Primero respire soltando aire. Una vez.,No puedo.,otro,train
Javiera,Javiera_045,186,C,Ahora no piense en toda la historia. Solo una frase. ¿Puede acercarse a la ventana sin abrir la puerta del baño?,exhala.,pregunta_cerrada,train
Javiera,Javiera_046,187,C,Bien. Abra la ventana solo un poco si puede. Pequeño sonido de ventana.,Voy a pedir ayuda. Quédate con tu hermano.,otro,train
Javiera,Javiera_047,188,C,"Una vez más, un poco más claro.",Claudia… Claudia…,otro,train
Javiera,Javiera_048,189,C,Muy bien. Activó ayuda sin salir y sin cortar esta llamada.,Me escuchó.,otro,train
Javiera,Javiera_049,190,C,"Por eso le dijo que no entre. Ella debe llamar desde su casa y mantenerse fuera. Usted no salió, sus hijos siguen con usted y la ayuda ya está en camino.",¿Y si él la escucha? ¿Y si vuelve por ella?,otro,train
Javiera,Javiera_050,191,C,"Entonces mantenemos esta llamada y buscamos otra vía: ¿hay citófono, botón de pánico, teléfono fijo, alarma comunitaria o algún vecino al otro lado?",No responde. No escucha.,pregunta_cerrada,train
Javiera,Javiera_051,192,C,"No salga al living. Si él puede volver y usted no sabe si la puerta principal quedó cerrada, no se exponga. Nos quedamos en el baño y activamos ayuda desde esta llamada si corresponde.",Hay teléfono fijo en el living.,directivo,train
Javiera,Javiera_052,193,C,"Perfecto. Sin cortar esta llamada, puede usar ese teléfono para llamar a emergencia o a una vecina. La frase es corta: “Violencia intrafamiliar, agresor salió con amenaza de volver, estoy encerrada con dos niños”. A + C — PRIMER RETROCESO: MINIMIZACIÓN","Hay un teléfono inalámbrico aquí, en el mueble del baño.",otro,train
Javiera,Javiera_053,194,C,Entiendo que usted conoce partes distintas de él.,Es que él cuando está sobrio no es así.,validacion,train
Javiera,Javiera_054,195,C,"Y también esta noche la golpeó, amenazó y asustó a sus hijos. Podemos reconocer ambas cosas: que es el padre de sus hijos y que ahora representa un riesgo.",No quiero que se lo lleven. Es el papá de mis hijos.,otro,train
Javiera,Javiera_055,196,C,"El alcohol puede aumentar el riesgo, pero no hace que la violencia sea segura ni aceptable. Lo importante ahora no es explicar por qué lo hizo. Es impedir que vuelva a hacerles daño esta noche.",Había tomado. No se acuerda después.,otro,train
Javiera,Javiera_056,197,C,Poner un límite no justifica que la golpeen. La responsabilidad de la agresión es de quien agrede.,Yo lo provoqué. Le dije que no entrara así.,otro,train
Javiera,Javiera_057,198,C,"Eso duele mucho. Y ahora los está protegiendo: están con usted, la puerta está cerrada, pidió ayuda.",Mis hijos vieron todo.,validacion,train
Javiera,Javiera_058,199,B,"Javiera, vamos a darles a sus hijos una instrucción breve. No necesitan saber todo. Dígales: “Nos vamos a quedar juntos. Si escuchamos ruidos, no abrimos. Vamos a hablar bajito”.",Mis hijos vieron todo.,otro,train
Javiera,Javiera_059,200,B,Dígale: “Esto no es culpa de ustedes”.,"No, mi amor, no…",otro,train
Javiera,Javiera_060,201,B,"Javiera, diga: “Tampoco es culpa mía. Los adultos van a ayudar”.",silencio; llanto contenido,otro,train
Javiera,Javiera_061,202,B,Muy bien. Esa frase es muy importante para ellos y para usted.,Tampoco es culpa mía. Los adultos van a ayudar.,otro,train
Javiera,Javiera_062,203,B,"Javiera, ahora que la vecina fue avisada y los niños escucharon una frase clara, podemos intentar una respiración 4-4-4, solo si no la marea. Si no se puede, volvemos a soltar aire.",Tampoco es culpa mía. Los adultos van a ayudar.,otro,train
Javiera,Javiera_063,204,B,Probamos una sola vuelta. Inhale contando cuatro: uno… dos… tres… cuatro. Mantenga: uno… dos… tres… cuatro. Suelte: uno… dos… tres… cuatro.,No sé.,otro,train
Javiera,Javiera_064,205,B,"La dejamos. No pasa nada. Su cuerpo manda. Volvemos a la versión segura: inhale dos, suelte cuatro. Inhale… uno, dos. Suelte… uno, dos, tres, cuatro.",No puedo mantener. Me ahogo.,otro,train
Javiera,Javiera_065,206,B,"Bien. No necesitamos técnica perfecta. Necesitamos que siga aquí, pensando una cosa a la vez. C — REEVALUACIÓN DE RIESGO: POSIBLE RETORNO",Eso puedo.,otro,train
Javiera,Javiera_066,207,B,"No abra. No hable fuerte. ¿Escuchó llave, puerta o solo un ruido afuera?",Volvió.,directivo,train
Javiera,Javiera_067,208,B,¿Está intentando abrir la puerta de la casa?,No sé. Un auto.,pregunta_cerrada,train
Javiera,Javiera_068,209,B,"Acerque a sus hijos junto a usted, lejos de la puerta del baño si hay espacio. Mantengan silencio. Yo sigo aquí. Los niños se mueven. Uno empieza a llorar más fuerte.",No sé.,silencio_contencion,train
Javiera,Javiera_069,210,B,Ponga una mano en el hombro del niño si puede. Frase corta: “Estoy contigo. Silencio ahora. No abrimos”.,No sé.,directivo,train
Javiera,Javiera_070,211,B,"Bien. Puede haber sido un auto afuera. Su cuerpo va a interpretar cualquier ruido como regreso. Eso es esperable. Seguimos con el plan: puerta cerrada, no abrir, ayuda en camino.",No se escucha nada.,validacion,train
Javiera,Javiera_071,212,B,"Javiera, silencio. No abra el baño. Mantenga a los niños junto a usted, lejos de la puerta si puede. ¿La vecina ya llamó a emergencia?",Está entrando. Está entrando.,pregunta_cerrada,train
Javiera,Javiera_072,213,B,"Si él se acerca a la puerta, no discuta. No explique. Frase mínima si es necesario: “Los niños están asustados. No voy a abrir. Viene ayuda”.",Sí.,otro,train
Javiera,Javiera_073,214,B,"No abra. Respire soltando aire. Si habla, que sea breve.",No puedo.,directivo,train
Javiera,Javiera_074,215,B,No responda más si eso lo aumenta. Manténgase lejos de la puerta. La ayuda debe llegar.,¡Abre la puerta!,otro,train
Javiera,Javiera_075,216,B,"Javiera, ponga a los niños detrás de usted solo si no hay otra opción, pero no forcejee. Si hay ventana y es seguro pedir ayuda, grite hacia afuera: “Está intentando entrar al baño, hay niños”. No salga.",Va a entrar.,otro,train
Javiera,Javiera_076,217,E,"Javiera, quiero explicarle algo breve. Después de una agresión, el cuerpo puede quedar en modo alarma: hiperventilación, temblor, hormigueo, llanto, bloqueo, náuseas, culpa o dificultad para ordenar ideas.",Va a entrar.,otro,train
Javiera,Javiera_077,218,E,"Por eso no le estoy pidiendo que resuelva todo. Solo seguridad inmediata: no abrir, estar con sus hijos, activar ayuda, revisar lesiones y buscar un lugar seguro.",No puedo pensar.,otro,train
Javiera,Javiera_078,219,E,No está fallando como madre ni como profesora. Está en una emergencia. Sus hijos no necesitan una explicación perfecta. Necesitan frases cortas y que usted siga pidiendo ayuda.,Me siento tonta. Soy profesora. Yo sé hablar con niños. Y ahora no puedo ni hablarle a los míos.,otro,train
